CustomerID,Probability
50168,0.8898966
51529,0.8805553
52606,0.87600446
50560,0.87325007
52206,0.8629777
52454,0.86062884
53882,0.85357404
52683,0.85205865
54044,0.84708077
50304,0.8407021
50663,0.8338307
50806,0.8293306
52335,0.81909764
50974,0.81909764
54057,0.8012656
52696,0.8012656
52941,0.7948395
52167,0.7390602
51921,0.7368718
54124,0.72448796
52763,0.72448796
52024,0.69348943
54725,0.6737746
52103,0.65709704
54302,0.635172
53975,0.5964928
50821,0.573972
51284,0.5493745
53009,0.54336256
54370,0.54336256
51665,0.53961396
50742,0.5316821
53967,0.5290881
52140,0.50786793
53228,0.5004575
54808,0.49913448
53285,0.49722245
50286,0.48196808
50680,0.46789813
52625,0.44499743
53172,0.43937883
52534,0.42179546
53165,0.37028584
50779,0.3581115
53867,0.34122047
50337,0.33688432
50148,0.33450392
53450,0.33010787
52793,0.32815176
52182,0.31019628
53246,0.3047309
52148,0.304059
52685,0.2970749
55154,0.29036108
54589,0.2759592
52649,0.27445316
50328,0.2724456
52341,0.27110985
50980,0.27110985
51647,0.268748
51176,0.25803605
51264,0.25343496
53132,0.25235814
54493,0.25235814
51517,0.25183308
51698,0.24337149
53039,0.23719484
50404,0.22439474
52933,0.22334339
52796,0.22113086
55175,0.21896137
51822,0.20857228
54992,0.20252652
53634,0.20252652
54367,0.19816236
53878,0.19789568
54294,0.19539171
51138,0.18671028
54676,0.18081678
51019,0.18050809
54646,0.17753133
50156,0.17633036
54544,0.17342897
54157,0.1731862
54270,0.1675367
54154,0.16620332
50135,0.1662032
53203,0.16604216
55004,0.1647409
51860,0.16428268
50395,0.16401449
54517,0.16013665
52027,0.15933271
51286,0.15760352
51795,0.14863913
54624,0.14744738
52091,0.14587696
54988,0.14546849
51106,0.14518255
52467,0.14518255
54564,0.1450662
51262,0.14333776
54349,0.1419153
55163,0.13962775
54961,0.1390691
52979,0.1326962
51871,0.13246445
53104,0.12792908
55061,0.12727508
52553,0.12685692
52670,0.12538049
51509,0.12293762
50508,0.12132637
51216,0.117859855
53681,0.11739937
54410,0.11627037
54309,0.116236866
52561,0.11527224
51048,0.11264227
54278,0.112602055
52380,0.1124148
54568,0.11203034
52279,0.1118119
53202,0.11167361
53049,0.11073312
54838,0.10955897
52459,0.10936751
50918,0.109225504
53777,0.108179756
54632,0.10723307
53019,0.10643836
53480,0.10177974
50516,0.1015079
51963,0.10022179
50602,0.10022179
50352,0.100118585
54150,0.09970558
51289,0.0988511
51109,0.097418316
53731,0.09634474
51814,0.09591562
52744,0.095418856
53955,0.09512917
52270,0.09452577
50793,0.0921128
55011,0.091445394
52957,0.08460442
50971,0.08362258
51816,0.08274655
50722,0.08272386
52083,0.08272386
51276,0.07867131
50453,0.07764535
51817,0.07616431
52970,0.07605663
53725,0.07582912
50359,0.07365155
52530,0.07144207
52739,0.07097865
51245,0.07015171
51713,0.070142046
52390,0.069758154
52489,0.0688972
55039,0.068437286
52774,0.06742844
50997,0.06599991
53400,0.065912366
51496,0.06586664
52807,0.064934716
52938,0.06483687
52276,0.06421313
53893,0.064023145
54318,0.0629706
55108,0.062854424
53969,0.060701363
51756,0.060111433
53760,0.056984406
51402,0.056945674
50956,0.056547664
55037,0.05617776
52659,0.05596662
51437,0.05566434
50076,0.05566434
53085,0.055156417
53900,0.054162577
54212,0.053818516
51744,0.05362334
51495,0.052090306
51710,0.05192821
51300,0.0518664
51207,0.05143062
53951,0.050903063
51527,0.05023488
50567,0.050090928
54202,0.04998578
52603,0.048979186
50591,0.048149325
54879,0.047867548
53521,0.047691695
54485,0.047586642
51687,0.047420498
55136,0.047270272
52761,0.047080394
51288,0.0469484
54020,0.046935167
54720,0.046667516
50095,0.046214398
53081,0.045978338
54299,0.04422829
54184,0.044007465
52487,0.043270096
54758,0.042994373
51883,0.04206725
51298,0.04181274
55170,0.041777544
53199,0.041470595
51662,0.041456208
54325,0.04122554
55200,0.040892296
53561,0.040386554
54696,0.040354587
53398,0.039604735
51974,0.038880777
52180,0.03880517
53313,0.038532276
51407,0.038343262
52248,0.03816224
54035,0.037966236
51258,0.037865352
53855,0.03772031
54603,0.037598092
52577,0.03747706
50533,0.037296925
52828,0.036946688
52067,0.036797445
51809,0.036450632
50028,0.036429595
50507,0.03579413
53948,0.03470995
52049,0.03403599
50688,0.03403599
51401,0.033968266
55000,0.03384643
50069,0.033806782
53117,0.033276733
50100,0.03276735
53368,0.0323739
51489,0.031658065
54267,0.031402048
53439,0.031350303
53290,0.031111713
52781,0.03039305
54580,0.030353487
54215,0.030343227
50829,0.029836306
53347,0.029770732
51868,0.029179145
54061,0.028802669
52535,0.028267834
51996,0.027956918
54730,0.027823154
50664,0.025989706
52025,0.025989706
50897,0.025942212
52264,0.025851479
53144,0.025810935
53791,0.02535703
53328,0.025215616
53488,0.0250006
55072,0.024978444
53656,0.02491438
51196,0.02481936
51771,0.024781572
50834,0.02436284
54874,0.024269948
50259,0.024203325
54781,0.024200182
55129,0.023707466
51256,0.023629948
52268,0.023354216
53555,0.02299611
55174,0.02221094
50581,0.022183178
54728,0.022081753
51461,0.021846065
53396,0.021827443
54626,0.02166614
53269,0.021610962
53384,0.021598872
52836,0.021539897
54192,0.021525012
53775,0.02127047
51347,0.02124005
52183,0.021207996
54719,0.021175751
54101,0.021129753
50083,0.021020805
52906,0.020778084
51459,0.020696145
53582,0.020652425
50414,0.020621253
54778,0.020619722
50786,0.020498654
51663,0.020014508
53759,0.019833546
53573,0.019690335
53448,0.01966106
51395,0.019599164
50035,0.019564142
54831,0.019486222
51540,0.019316204
50342,0.019267254
50409,0.019261895
50901,0.019159436
53432,0.019151676
54093,0.018879516
54540,0.01882218
53516,0.018784976
53329,0.018620232
53661,0.018603923
55019,0.018603923
50915,0.018552858
52705,0.018533893
53982,0.018501878
54936,0.018481186
53578,0.018481186
51369,0.01808036
53654,0.018073186
52816,0.017982503
50557,0.017823253
51195,0.017792745
53750,0.017790953
51275,0.017733939
50961,0.016905393
51296,0.016769404
54441,0.01665615
53068,0.016606418
53304,0.016541552
52405,0.016531589
54043,0.016458431
52782,0.016281852
50226,0.015775362
53167,0.015705427
51078,0.01560905
50370,0.0155930575
52896,0.015572882
50689,0.015514307
51600,0.015355425
50610,0.0152282715
53796,0.015220529
51923,0.014891274
52225,0.014823554
52100,0.0147549035
52404,0.014720658
53240,0.014703281
52833,0.014613157
53583,0.014590194
50972,0.014386392
52333,0.014386392
53587,0.01428521
54366,0.014230704
52901,0.013957141
54231,0.013944251
54205,0.013778747
52402,0.013648899
53638,0.013440603
51882,0.013362609
52845,0.0132707525
54683,0.013248455
54235,0.013225796
52026,0.01313577
52303,0.013111364
51684,0.013075904
53998,0.013032009
51644,0.012956982
51685,0.012906937
53903,0.0128781125
54948,0.012578178
53390,0.012523755
51971,0.012388679
53215,0.012310645
52116,0.012159839
53683,0.012140129
53238,0.01207193
53247,0.01156821
52099,0.01146422
51211,0.011432498
52059,0.01140452
52715,0.011388027
52638,0.011197174
51623,0.011173483
50708,0.011005036
52419,0.010912684
55102,0.010857832
55031,0.01083873
51215,0.01078179
52295,0.010767386
52060,0.0107618375
53534,0.010761781
50239,0.010740481
51295,0.010664528
51833,0.010645538
54822,0.010562881
51414,0.010434948
52651,0.010394287
52804,0.010346407
51135,0.010188222
51693,0.010115074
53909,0.010098472
54042,0.009948801
51343,0.009830283
55113,0.0098219225
50740,0.00979484
54360,0.0096016135
50426,0.009370035
50053,0.0093674455
54651,0.0093509555
50764,0.009167111
51226,0.009099945
50888,0.009062661
50994,0.008981518
52249,0.008928393
53231,0.008914278
52258,0.008897194
54835,0.008880937
52267,0.008828171
51438,0.008738447
52632,0.008688327
53993,0.008688327
52792,0.008600711
53200,0.008521727
53991,0.008503428
53509,0.008400631
53393,0.008392016
54471,0.008333296
53666,0.008165813
55024,0.008165813
52817,0.008146718
53446,0.0080118915
53336,0.007939177
51538,0.007926271
50110,0.007922006
53712,0.0077905334
54864,0.007740301
54128,0.0076862765
53168,0.0076830694
52132,0.0076658023
50127,0.00766248
53522,0.0076018646
53647,0.007550803
53264,0.007548306
54249,0.00753007
50333,0.0074695395
50027,0.0074568912
53087,0.007376673
51315,0.0073713255
55128,0.0072969384
53880,0.0072892946
53546,0.0072687794
54904,0.0072687794
52537,0.0072670006
52755,0.007247299
54099,0.0072327023
53631,0.007218623
51074,0.00721425
54869,0.007210863
52361,0.0072053317
54291,0.007199641
52630,0.0071220896
53005,0.0070865476
52092,0.0070820865
51674,0.0070373495
51940,0.0070242463
53129,0.007023668
53932,0.0070207487
52415,0.0070056263
54827,0.0069524213
54133,0.006825645
51511,0.0068191253
52243,0.006748687
51068,0.006735438
51855,0.006686153
51942,0.0066443034
51356,0.006633674
51745,0.006591832
54736,0.006590415
53414,0.0065344684
50805,0.0064998525
53499,0.0064929216
54111,0.0064831353
52247,0.0064622406
51484,0.006460138
54074,0.0064138686
50856,0.006381034
53418,0.0063539087
51254,0.0063386876
52107,0.006327036
50162,0.006284459
51580,0.0061510243
53871,0.0061375457
53630,0.0061008027
53940,0.0060993107
51768,0.0060374984
54811,0.006024895
50538,0.0059541753
51572,0.0058668233
52518,0.0058390414
50386,0.005763527
52868,0.005738443
50830,0.005730722
52191,0.005730722
54255,0.0057084695
50186,0.005688425
54984,0.0056487774
50475,0.0056309965
52021,0.0056139934
53669,0.0056103473
52146,0.005601204
53976,0.005600378
53946,0.005586234
55041,0.005513908
51857,0.0054890197
51335,0.0054076565
53274,0.0053994637
50662,0.0053577945
51223,0.00533109
50265,0.005313543
53825,0.0052909395
50924,0.0052624047
52063,0.005140577
52401,0.0051077357
53453,0.005103681
53901,0.0050519556
55098,0.0049748407
53861,0.0049565434
51788,0.0049523497
52174,0.004901248
52275,0.004875348
51875,0.0048491913
51716,0.0048319544
53255,0.0048214346
53530,0.0047963187
54888,0.0047963187
50906,0.004771256
51386,0.0047451234
54448,0.0047061206
51670,0.004652331
52318,0.0046237297
55053,0.0045938464
51170,0.0045639668
51551,0.004518533
52285,0.0044907886
52277,0.0044837017
50755,0.004462396
52558,0.0044564116
53470,0.0044485615
51930,0.004436401
52173,0.00442627
53071,0.004364435
53386,0.00434924
53276,0.0043467814
50977,0.0043281326
51595,0.004305792
50812,0.0042751343
52592,0.004259986
52889,0.00420306
55027,0.0041975495
54604,0.0041737924
53668,0.004123714
50655,0.0041081402
52198,0.0041047917
54432,0.0040901806
55060,0.0040434757
54963,0.004028108
51615,0.0040271822
54710,0.0040252223
54623,0.0040025758
50916,0.0039855926
50837,0.0039750612
51061,0.003964802
52813,0.003954256
53459,0.0039458848
54162,0.003931893
51457,0.003873628
52787,0.0038107976
52591,0.0038053037
51090,0.0037994718
54806,0.0037982825
52925,0.003798277
50274,0.003783232
51843,0.0037767321
50928,0.0037353688
53291,0.0037318745
52469,0.003699044
50600,0.0036967918
54506,0.0036967583
55169,0.003676601
53370,0.003639255
54358,0.0035944032
50648,0.003593321
55114,0.0035926362
54854,0.0035520312
51832,0.0035465895
51547,0.0035355485
54818,0.0034962643
55094,0.003473157
52061,0.0034680064
50781,0.0034323984
50213,0.003432038
54008,0.0034289537
50652,0.003413734
54538,0.0034072287
53990,0.0033982655
54477,0.0033959488
50728,0.0033791165
52164,0.0033675055
50803,0.0033675055
52504,0.003340085
51143,0.003340085
51536,0.003337243
53349,0.00333297
50036,0.0033200774
54371,0.0033105072
52660,0.0032921562
54484,0.0032804124
50700,0.0032728955
54637,0.003259474
53838,0.0032477183
52209,0.0032463477
51746,0.003216397
52724,0.0032072423
52795,0.0031796456
52790,0.003174149
51537,0.0031688502
50161,0.003127094
53752,0.0031076667
52843,0.0031049545
52512,0.0030750453
52873,0.0030675977
54883,0.0030567849
50048,0.0030497625
52882,0.0030440455
50947,0.0030364115
52308,0.0030364115
55173,0.0030194677
55126,0.0029919043
50848,0.0029844972
50778,0.002949916
53817,0.0029434578
52407,0.0029112604
53177,0.002911241
54025,0.002903583
53873,0.0028760198
52641,0.002872976
51432,0.002865297
50071,0.002865297
52731,0.0028604278
52168,0.002840633
52451,0.0028235188
51845,0.0028144603
50927,0.0028033385
54685,0.0027909812
53426,0.0027748607
52981,0.0027689885
54509,0.0027560033
51629,0.0027288806
50192,0.002713652
53815,0.0027111226
55066,0.0026916387
54899,0.0026839504
51667,0.0026774742
53542,0.0026730974
53721,0.0026730797
53700,0.0026455428
53762,0.0026251413
52473,0.0026250503
50759,0.0026239469
51614,0.0026165894
52337,0.0025824462
50815,0.002580266
50055,0.002579201
53148,0.002576266
50267,0.0025532115
50744,0.0025530304
52120,0.0025404466
51158,0.0025337166
52519,0.0025337166
50176,0.002532402
53217,0.0025296418
50197,0.0024902925
53806,0.0024412377
53074,0.0024382784
54843,0.0024349424
52098,0.0024254657
53687,0.0023968813
54218,0.0023787934
50104,0.00237526
53524,0.002371877
51604,0.0023655803
51042,0.0023535711
54283,0.0023053216
54398,0.0022974014
50296,0.0022832267
51255,0.0022667549
52089,0.0022529564
51947,0.0022525995
50292,0.002240254
52329,0.002203024
52766,0.0021795668
51611,0.002167832
51469,0.0021650284
53810,0.0021638977
51922,0.0021605652
51761,0.0021427446
52288,0.0021385287
53841,0.002133502
54649,0.0021328065
54876,0.0021326484
54511,0.0021321652
53150,0.0021321652
54570,0.002109974
50626,0.0021022214
53267,0.002098645
54771,0.0020973815
54483,0.0020916488
53696,0.002088819
53792,0.0020813004
52151,0.0020777253
50119,0.002064459
54070,0.0020557616
50268,0.00203457
53123,0.0020252832
53733,0.0019992962
50341,0.0019819292
52921,0.0019643875
52202,0.0019345778
50354,0.0019237037
51333,0.0019112271
52824,0.0018932861
50175,0.0018919809
51799,0.0018867744
51188,0.0018606333
51101,0.0018589002
50294,0.0018503467
53053,0.0018470637
52204,0.0018409814
53253,0.0018099439
54975,0.001795597
53794,0.0017849148
54416,0.0017743144
51613,0.0017662916
53737,0.0017534973
53525,0.0017511875
50782,0.0017411942
53131,0.0017298729
54145,0.0017246954
50231,0.0017212613
51592,0.0017115852
50978,0.0017106053
54083,0.0017089962
54911,0.0017083657
53547,0.0016970993
54905,0.0016970993
51610,0.0016869804
53327,0.0016748888
53595,0.001664112
50396,0.0016567451
54435,0.0016551558
53034,0.0016481024
51653,0.0016290784
53187,0.0016215383
50114,0.0016039091
53596,0.0016037952
54659,0.0015883249
53609,0.0015708655
52379,0.0015701037
55185,0.0015487648
54328,0.0015367687
54935,0.0015339361
54226,0.0015124545
53466,0.0015081068
52391,0.0014958911
53312,0.0014949946
54979,0.001493876
51465,0.0014868829
54896,0.0014861206
50399,0.0014817273
51366,0.0014776102
55125,0.0014761025
53491,0.0014714551
54096,0.0014585367
55192,0.0014388476
53346,0.0014269066
53956,0.0014232005
50412,0.0014110316
53785,0.0014078966
51815,0.0014061715
53028,0.001395465
51878,0.0013816614
53958,0.0013777373
51442,0.0013761446
54326,0.0013733421
51154,0.0013706498
53182,0.001368052
54693,0.0013630508
53633,0.0013567655
52315,0.0013494311
52016,0.0013404902
53606,0.0013330259
52001,0.0013283689
54762,0.0013200935
54863,0.0013119457
55134,0.0013035627
54956,0.0013019082
54148,0.0013011687
53812,0.0012868341
53983,0.0012865921
52951,0.0012833568
54182,0.0012673337
52879,0.0012670984
54034,0.0012668227
51376,0.0012558516
51543,0.0012354831
53256,0.0012260257
53515,0.0012164233
53726,0.0012028012
51257,0.0012016435
52501,0.0011977752
53553,0.0011922347
52500,0.0011864733
52256,0.0011841524
54392,0.0011841395
50500,0.0011807672
54578,0.0011754872
54420,0.001175181
53340,0.0011724605
52776,0.0011719608
53635,0.0011698763
53236,0.0011688888
53570,0.0011657636
52525,0.0011522021
54964,0.0011479324
52911,0.0011371261
50124,0.001135899
51578,0.0011301343
51165,0.0011208807
53556,0.0011195884
54914,0.0011195884
55139,0.001117928
50917,0.0011172141
54856,0.0011151105
51205,0.0011106366
52365,0.0010986243
52866,0.0010947145
54221,0.0010774025
52895,0.0010764074
52887,0.0010757534
54700,0.001056702
52477,0.0010481157
52254,0.0010468544
50357,0.0010336462
53559,0.0010290331
52360,0.0010132196
50450,0.0010042522
54362,0.0009903027
54606,0.0009822339
50153,0.00097098574
54223,0.00097081973
53586,0.0009698476
50330,0.0009635772
52820,0.0009613182
53035,0.0009570194
53938,0.0009534609
52425,0.00094878266
50552,0.000945592
50238,0.0009445196
51651,0.00094388495
55184,0.0009390985
52266,0.0009386605
51486,0.0009376875
52030,0.00093191024
53237,0.0009283398
50293,0.00092372345
50809,0.00091787474
53138,0.00091549463
54207,0.0009144682
53096,0.0009082924
52102,0.00090786885
51313,0.0008939318
50379,0.0008920183
50225,0.0008895327
54108,0.0008816666
51763,0.0008801516
53249,0.0008789963
50261,0.0008771
53387,0.0008750228
52547,0.00087399123
50757,0.00087090576
52252,0.00086731085
51645,0.00086704857
53953,0.00085958466
50852,0.00085860596
53664,0.0008561735
52800,0.0008418903
54274,0.00084116624
54314,0.00083335734
52389,0.0008212133
50193,0.0008184864
51654,0.0008184677
54395,0.00081771816
53971,0.0008154612
52347,0.0008088902
50440,0.00080822106
51327,0.00080247276
51462,0.0007990893
54901,0.00079687644
55008,0.0007924195
50423,0.00079219864
51784,0.00079219864
51344,0.0007896207
54922,0.00078829785
50672,0.0007874757
50170,0.0007869753
54496,0.0007816215
54220,0.00078150234
52898,0.00077395595
54176,0.0007732468
53670,0.0007682381
50620,0.00076770014
50402,0.00075597485
52859,0.0007557037
51174,0.00075099815
50912,0.0007467577
51514,0.0007442757
53864,0.00074245123
50126,0.00073876465
53918,0.00073273305
51554,0.00073214987
54039,0.0007310733
54595,0.00072942825
50568,0.00072373863
51309,0.0007228629
51577,0.0007199071
52775,0.0007168302
50050,0.0007128097
51367,0.0007103369
53926,0.00070796174
51161,0.0007054684
54522,0.00070348824
50308,0.0007033971
50073,0.0007025871
51754,0.00069463934
53763,0.0006882774
53548,0.0006761025
50256,0.00067049457
52385,0.00066823506
55015,0.0006669165
52862,0.00066596374
50792,0.00066507637
53832,0.0006608095
54458,0.0006604308
51253,0.00065726764
53688,0.00065678364
54558,0.00065232953
52112,0.00064855465
54198,0.000645553
51082,0.0006429345
50113,0.0006342917
50145,0.00063238456
50425,0.0006310651
54144,0.00063101156
52488,0.00062370714
50670,0.0006146298
50320,0.0005993627
53233,0.00059795793
54745,0.00059713016
50388,0.00058918435
50937,0.0005882221
54821,0.00058665604
51411,0.0005858568
51133,0.0005781014
50380,0.00057643757
53701,0.00057036465
52461,0.00056679896
51725,0.0005634989
50772,0.0005609422
52133,0.0005609422
53371,0.0005607602
51801,0.0005603261
50384,0.00055277126
53164,0.00054780266
50200,0.0005437277
52480,0.00054226484
54369,0.00053947885
51102,0.0005334856
52170,0.00053304416
54277,0.00053266017
52915,0.00053070753
54276,0.00053070753
54461,0.00052484265
52352,0.0005238116
53142,0.000523728
54503,0.000523728
52145,0.00051677105
50271,0.0005064901
53615,0.0005000448
52138,0.00049808563
51627,0.00049751665
50629,0.00048929435
51310,0.00048517436
54513,0.00048343602
53250,0.00047995767
53045,0.0004777441
50617,0.00047490725
54847,0.00047363306
50103,0.00047154597
52153,0.00046685766
51123,0.00046281153
54237,0.00045614978
54159,0.00045222792
54610,0.00044991268
54454,0.0004437173
54082,0.00044359863
50777,0.00044315527
51838,0.00044146055
53520,0.00043366375
55180,0.00043363147
52460,0.00043358208
53720,0.0004318066
54543,0.00042887614
52702,0.00042536663
54949,0.0004195763
53884,0.00041139152
51013,0.0004097278
55124,0.00040890017
50315,0.0004043398
52354,0.0003999319
52746,0.0003979296
53227,0.00039390326
51887,0.00038399125
54611,0.000383914
51622,0.00038366797
54670,0.000382542
54356,0.0003819655
50634,0.00037988345
53447,0.0003786825
52783,0.00037444456
51769,0.00037425113
52721,0.00037393515
51192,0.00036986507
54241,0.00036943515
51723,0.00036512016
50492,0.0003624233
53929,0.00036092312
53254,0.00035537354
52749,0.0003544203
51001,0.00035438195
50799,0.00035386527
50712,0.00034359566
53082,0.00033900028
53930,0.00033823698
53915,0.00033822504
52440,0.00033763968
51332,0.0003350392
53277,0.000329829
50129,0.0003278805
54287,0.00032725904
54342,0.00032683718
52253,0.00032665153
54613,0.00032552367
51391,0.0003253313
51993,0.00032022133
51632,0.0003194858
50676,0.00031559003
52219,0.00031098712
52004,0.00030582817
52990,0.0002993762
50789,0.00029665345
52805,0.00029490652
50953,0.0002942336
51617,0.00029022945
54916,0.00028802865
52760,0.0002873035
50780,0.00028601845
53960,0.00028566498
52993,0.0002843452
55143,0.0002827009
54055,0.0002824886
51844,0.00027754443
53597,0.00027446594
52589,0.0002699451
52936,0.00026959195
54175,0.00026655462
51472,0.00026041624
50362,0.00026036362
53287,0.0002599479
54222,0.0002564376
52502,0.00025633714
54588,0.0002547571
53429,0.0002482604
54848,0.00024741964
51656,0.00024522425
52381,0.00024406056
53281,0.00024259709
53051,0.0002422467
51853,0.00024180596
54118,0.00024153544
53013,0.00023984506
55062,0.0002377996
53047,0.0002377962
52141,0.00023521543
52378,0.00023152874
53334,0.00023127964
50611,0.00023114451
51960,0.00023032284
50794,0.00022939996
52939,0.00022501672
50155,0.00022379862
51895,0.0002226905
54925,0.0002223928
50347,0.0002222027
53757,0.00022201103
50946,0.00022109615
54802,0.00022095874
51659,0.00021991583
51724,0.00021943262
52757,0.00021815966
50515,0.00021483508
54345,0.00021438244
55147,0.00021241006
50154,0.00020891456
51080,0.0002040634
50668,0.00019978246
50344,0.00019962994
50376,0.00019787738
50436,0.00019652788
52560,0.00019647749
51247,0.00019635743
52340,0.0001962532
50555,0.00019478211
50232,0.00019350983
54820,0.00019173382
50902,0.0001911384
51854,0.00019027738
54334,0.00018818065
53931,0.00018801277
53793,0.0001864466
53745,0.00018477612
50289,0.00018403673
52423,0.00018342953
50206,0.00018285694
54306,0.00018262745
54907,0.00018009204
53710,0.00017758961
55068,0.00017758961
52029,0.00017696503
54080,0.0001763571
51722,0.00017632163
53584,0.00017617863
53454,0.00017544972
51089,0.00017514719
50465,0.00017034523
51390,0.00016799552
51734,0.0001678266
52960,0.00016730509
54321,0.00016730509
53600,0.00016422365
50622,0.00016282953
51826,0.00015997689
52456,0.00015887085
53614,0.00015603889
52710,0.00015478388
50338,0.00015291014
51515,0.00015149413
50327,0.00014654946
50275,0.00014594982
51737,0.00014575927
52669,0.000143929
54411,0.00014379979
52296,0.00014355688
53594,0.00014344577
52445,0.00014338491
51916,0.00013884371
50578,0.00013784654
53064,0.00013722935
52943,0.00013602311
53778,0.00013538427
51950,0.0001352444
51909,0.0001340423
51400,0.00013032515
54166,0.00012698586
52316,0.00012692134
53807,0.00012592475
54149,0.00012533393
50938,0.00012504504
53996,0.00012242766
50589,0.00012195193
53457,0.0001216553
54645,0.000121544785
52307,0.00012141042
53728,0.000121168465
54959,0.00012000789
51501,0.00011850626
54759,0.000116626274
52376,0.000116228926
53301,0.000115614
51917,0.000114693605
54515,0.00011397937
50067,0.000113892565
55082,0.00011325339
51621,0.00011250595
52245,0.0001113714
50979,0.0001105419
52065,0.00010946149
50196,0.00010388481
52353,9.966652e-05
51806,9.889806e-05
52832,9.672207e-05
53799,9.62934e-05
50221,9.604378e-05
54841,9.52452e-05
53330,9.1386915e-05
52005,9.111013e-05
54553,9.083791e-05
54971,9.049752e-05
52536,9.02896e-05
53007,8.922256e-05
51339,8.638292e-05
50682,8.625444e-05
52552,8.5337386e-05
52287,8.434688e-05
54678,8.411282e-05
50210,8.265205e-05
52900,8.2545084e-05
51699,8.211251e-05
51849,7.9381265e-05
52556,7.9250116e-05
53992,7.865195e-05
55025,7.8385776e-05
52762,7.822747e-05
54059,7.6171236e-05
55100,7.589564e-05
54451,7.237813e-05
51071,7.157187e-05
53206,7.1432434e-05
51454,7.140526e-05
50878,6.895928e-05
51820,6.88313e-05
51458,6.7469184e-05
52711,6.625654e-05
50429,6.5473316e-05
